,Manufacturer,ProductName,ReleaseYear,ReleaseMonth,ReleaseDay,DDR_ver,Bandwidth
1705,プリンストン,PDN2/667-1G,2006,2,28,2,5300
1706,プリンストン,PDN2/667-512,2006,2,28,2,5300
1707,トランセンド,TS256MQR72V5T,2006,2,1,2,4200
1708,プリンストン,PAN2/667-512,2006,1,26,2,5300
1709,プリンストン,PAN2/667-1G,2006,1,26,2,5300
1710,グリーンハウス,GH-DXII533-2GB,2006,1,25,2,4200
1711,バッファロー,A2/N667-512M,2006,1,13,2,5300
1712,IODATA,AP-SDX533-512M,2005,10,25,2,4200
1713,グリーンハウス,GH-DXII533-1GB,2005,10,24,2,4200
1714,トランセンド,TS512MPA0512U,2005,10,13,2,3200
1715,ADTEC,ADR4200K-1G,2005,9,26,2,4200
